,url,prize,photographer,year
2309,https://www.worldpressphoto.org/collection/photo-contest/2012/alejandro-kirchuk/1,"Stories, 1st prize",Alejandro Kirchuk,2012
2310,https://www.worldpressphoto.org/collection/photo-contest/2012/pietro-paolini/1,"Stories, 2nd prize",Pietro Paolini,2012
2311,https://www.worldpressphoto.org/collection/photo-contest/2012/alexander-gronsky/1,"Stories, 3rd prize",Alexander Gronsky,2012
2312,https://www.worldpressphoto.org/collection/photo-contest/2012/lars-lindqvist/1,"Singles, 2nd prize",Lars Lindqvist,2012
2313,https://www.worldpressphoto.org/collection/photo-contest/2012/jenny-e-ross/1,"Singles, 1st prize",Jenny E. Ross,2012
2314,https://www.worldpressphoto.org/collection/photo-contest/2012/remi-ochlik/1,"Stories, 1st prize",Rémi Ochlik,2012
2315,https://www.worldpressphoto.org/collection/photo-contest/2012/paolo-pellegrin/1,"Stories, 2nd prize",Paolo Pellegrin,2012
2316,https://www.worldpressphoto.org/collection/photo-contest/2012/david-guttenfelder/1,"Stories, 3rd prize",David Guttenfelder,2012
2317,https://www.worldpressphoto.org/collection/photo-contest/2012/paolo-woods/1,"Singles, 3rd prize",Paolo Woods,2012
2318,https://www.worldpressphoto.org/collection/photo-contest/2012/toshiyuki-tsunenari/1,"Singles, 3rd prize",Toshiyuki Tsunenari,2012
2319,https://www.worldpressphoto.org/collection/photo-contest/2012/johnny-haglund/1,"Singles, 2nd prize",Johnny Haglund,2012
2320,https://www.worldpressphoto.org/collection/photo-contest/2012/david-goldman/1,"Singles, 1st prize",David Goldman,2012
2321,https://www.worldpressphoto.org/collection/photo-contest/2012/pedro-pardo/1,"Stories, 3rd prize",Pedro Pardo,2012
2322,https://www.worldpressphoto.org/collection/photo-contest/2012/ebrahim-noroozi/1,"Stories, 2nd prize",Ebrahim Noroozi,2012
2323,https://www.worldpressphoto.org/collection/photo-contest/2012/stephanie-sinclair/1,"Stories, 1st prize",Stephanie Sinclair,2012
2324,https://www.worldpressphoto.org/collection/photo-contest/2012/simona-ghizzoni/1,"Singles, 3rd prize",Simona Ghizzoni,2012
2325,https://www.worldpressphoto.org/collection/photo-contest/2012/ilvy-njiokiktjien/1,"Singles, 2nd prize",Ilvy Njiokiktjien,2012
2326,https://www.worldpressphoto.org/collection/photo-contest/2012/brent-stirton-ci/1,"Singles, 1st prize",Brent Stirton,2012
2327,https://www.worldpressphoto.org/collection/photo-contest/2012/huimin-kuang/1,"Stories, 3rd prize",Huimin Kuang,2012
2328,https://www.worldpressphoto.org/collection/photo-contest/2012/emiliano-larizza/1,"Stories, 2nd prize",Emiliano Larizza,2012
2329,https://www.worldpressphoto.org/collection/photo-contest/2012/rob-hornstra/1,"Stories, 1st prize",Rob Hornstra,2012
2330,https://www.worldpressphoto.org/collection/photo-contest/2012/pavel-prokopchik/1,"Singles, 3rd prize",Pavel Prokopchik,2012
2331,https://www.worldpressphoto.org/collection/photo-contest/2012/vincent-boisot/1,"Singles, 2nd prize",Vincent Boisot,2012
2332,https://www.worldpressphoto.org/collection/photo-contest/2012/joan-costa/1,"Singles, 2nd prize",Joan Costa,2012
2333,https://www.worldpressphoto.org/collection/photo-contest/2012/damir-sagolj/1,"Singles, 1st prize",Damir Sagolj,2012
2334,https://www.worldpressphoto.org/collection/photo-contest/2012/francesco-zizola/1,"Singles, 3rd prize",Francesco Zizola,2012
2335,https://www.worldpressphoto.org/collection/photo-contest/2012/laerke-posselt/1,"Singles, 1st prize",Laerke Posselt,2012
2336,https://www.worldpressphoto.org/collection/photo-contest/2012/carsten-peter/1,"Stories, 2nd prize",Carsten Peter,2012
2337,https://www.worldpressphoto.org/collection/photo-contest/2012/brent-stirton-nas/1,"Stories, 1st prize",Brent Stirton,2012
2338,https://www.worldpressphoto.org/collection/photo-contest/2012/eduardo-castaldo/1,"Stories, 3rd prize",Eduardo Castaldo,2012
2339,https://www.worldpressphoto.org/collection/photo-contest/2012/niclas-hammarstrom/1,"Stories, 2nd prize",Niclas Hammarström,2012
2340,https://www.worldpressphoto.org/collection/photo-contest/2012/koichiro-tezuka/1,"Stories, 1st prize",Koichiro Tezuka,2012
2341,https://www.worldpressphoto.org/collection/photo-contest/2012/li-yang/1,"Singles, 3rd prize",Li Yang,2012
2342,https://www.worldpressphoto.org/collection/photo-contest/2012/massoud-hossaini/1,"Singles, 2nd prize",Massoud Hossaini,2012
2343,https://www.worldpressphoto.org/collection/photo-contest/2012/yuri-kozyrev/1,"Singles, 1st prize",Yuri Kozyrev,2012
2344,https://www.worldpressphoto.org/collection/photo-contest/2012/adam-pretty/1,"Stories, 2nd prize",Adam Pretty,2012
2345,https://www.worldpressphoto.org/collection/photo-contest/2012/alexander-taran/1,"Stories, 1st prize",Alexander Taran,2012
2346,https://www.worldpressphoto.org/collection/photo-contest/2012/henrik-brunnsgard/1,"Singles, 3rd prize",Henrik Brunnsgård,2012
2347,https://www.worldpressphoto.org/collection/photo-contest/2012/ray-mcmanus/1,"Singles, 2nd prize",Ray McManus,2012
2348,"https://www.worldpressphoto.org/collection/photo-contest/2012/donald-miralle,-jr/1","Singles, 1st prize","Donald Miralle, Jr.",2012
2349,https://www.worldpressphoto.org/collection/photo-contest/2012/tomasz-gudzowaty/1,"Stories, 3rd prize",Tomasz Gudzowaty,2012
2350,https://www.worldpressphoto.org/collection/photo-contest/2012/ton-koene/1,"Stories, 2nd prize",Ton Koene,2012
2351,https://www.worldpressphoto.org/collection/photo-contest/2012/simon-norfolk/1,"Stories, 3rd prize",Simon Norfolk,2012
2352,https://www.worldpressphoto.org/collection/photo-contest/2012/samuel-aranda-pn/1,"Singles, 1st prize",Samuel Aranda,2012
2353,https://www.worldpressphoto.org/collection/photo-contest/2012/tomasz-lazar/1,"Singles, 2nd prize",Tomasz Lazar,2012
2354,https://www.worldpressphoto.org/collection/photo-contest/2012/mohammed-al-law/1,"Singles, 3rd prize",Mohammed al-Law,2012
2355,https://www.worldpressphoto.org/collection/photo-contest/2012/paul-hilton/1,"Stories, 3rd prize",Paul Hilton,2012
2356,https://www.worldpressphoto.org/collection/photo-contest/2012/john-moore/1,"Stories, 2nd prize",John Moore,2012
2357,https://www.worldpressphoto.org/collection/photo-contest/2012/yasuyoshi-chiba/1,"Stories, 1st prize",Yasuyoshi Chiba,2012
2358,https://www.worldpressphoto.org/collection/photo-contest/2012/guillaume-herbaut/1,"Singles, 2nd prize",Guillaume Herbaut,2012
2359,https://www.worldpressphoto.org/collection/photo-contest/2012/denis-rouvre/1,"Singles, 3rd prize",Denis Rouvre,2012
2360,https://www.worldpressphoto.org/collection/photo-contest/2012/donald-weber/1,"Stories, 1st prize",Donald Weber,2012
2361,https://www.worldpressphoto.org/collection/photo-contest/2012/jan-dago/1,"Stories, 3rd prize",Jan Dago,2012
2362,https://www.worldpressphoto.org/collection/photo-contest/2013/daniel-berehulak/1,"Stories, 3rd prize",Daniel Berehulak,2013
2363,https://www.worldpressphoto.org/collection/photo-contest/2013/paolo-pellegrin/1,"Stories, 2nd prize",Paolo Pellegrin,2013
2364,https://www.worldpressphoto.org/collection/photo-contest/2013/christian-ziegler/1,"Singles, 1st prize",Christian Ziegler,2013
2365,https://www.worldpressphoto.org/collection/photo-contest/2013/ali-lutfi/1,"Singles, 2nd prize",Ali Lutfi,2013
2366,https://www.worldpressphoto.org/collection/photo-contest/2013/randall-benton/1,"Singles, 3rd prize",Randall Benton,2013
2367,https://www.worldpressphoto.org/collection/photo-contest/2013/marie-hald/1,"Singles, 2nd prize",Marie Hald,2013
2368,https://www.worldpressphoto.org/collection/photo-contest/2013/xiaoqun-zheng/1,"Stories, 2nd prize",Xiaoqun Zheng,2013
2369,https://www.worldpressphoto.org/collection/photo-contest/2013/thomas-p-peschak/1,"Stories, 3rd prize",Thomas P. Peschak,2013
2370,https://www.worldpressphoto.org/collection/photo-contest/2013/nemanja-pancic/1,"Singles, 1st prize",Nemanja Pančić,2013
2371,https://www.worldpressphoto.org/collection/photo-contest/2013/alessio-romenzi/1,"Stories, 1st prize",Alessio Romenzi,2013
2372,https://www.worldpressphoto.org/collection/photo-contest/2013/ilona-szwarc/1,"Singles, 3rd prize",Ilona Szwarc,2013
2373,https://www.worldpressphoto.org/collection/photo-contest/2013/paul-nicklen/1,"Stories, 1st prize",Paul Nicklen,2013
2374,https://www.worldpressphoto.org/collection/photo-contest/2013/dominic-nahr/1,"Singles, 3rd prize",Dominic Nahr,2013
2375,https://www.worldpressphoto.org/collection/photo-contest/2013/esteban-felix/1,"Singles, 2nd prize singles",Esteban  Felix,2013
2376,https://www.worldpressphoto.org/collection/photo-contest/2013/rodrigo-abd/1,"Singles, 1st prize",Rodrigo Abd,2013
2377,https://www.worldpressphoto.org/collection/photo-contest/2013/tomas-munita/1,"Stories, 3rd prize",Tomás Munita,2013
2378,https://www.worldpressphoto.org/collection/photo-contest/2013/paolo-patrizi/1,"Stories, 2nd prize",Paolo Patrizi,2013
2379,https://www.worldpressphoto.org/collection/photo-contest/2013/fausto-podavini/1,"Stories, 1st prize",Fausto Podavini,2013
2380,https://www.worldpressphoto.org/collection/photo-contest/2013/jacob-ehrbahn/1,"Singles, 3rd prize",Jacob Ehrbahn,2013
2381,https://www.worldpressphoto.org/collection/photo-contest/2013/søren-bidstrup/1,"Singles, 2nd prize",Søren Bidstrup,2013
2382,https://www.worldpressphoto.org/collection/photo-contest/2013/daniel-rodrigues/1,"Singles, 1st prize",Daniel Rodrigues,2013
2383,https://www.worldpressphoto.org/collection/photo-contest/2013/aaron-huey/1,"Stories, 3rd prize",Aaron  Huey,2013
2384,https://www.worldpressphoto.org/collection/photo-contest/2013/maika-elan/1,"Stories, 1st prize",Maika Elan,2013
2385,https://www.worldpressphoto.org/collection/photo-contest/2013/emilio-morenatti/1,"Singles, 3rd prize singles",Emilio Morenatti,2013
2386,https://www.worldpressphoto.org/collection/photo-contest/2013/ebrahim-noroozi-opos/1,"Stories, 1st prize",Ebrahim Noroozi,2013
2387,https://www.worldpressphoto.org/collection/photo-contest/2013/micah-albert/1,"Singles, 1st prize singles",Micah Albert,2013
2388,https://www.worldpressphoto.org/collection/photo-contest/2013/sebastiano-tomada/1,"Singles, 2nd prize",Sebastiano Tomada,2013
2389,https://www.worldpressphoto.org/collection/photo-contest/2013/daniel-ochoa-de-olza/1,"Stories, 2nd prize",Daniel Ochoa de Olza,2013
2390,https://www.worldpressphoto.org/collection/photo-contest/2013/majid-saeedi/1,"Stories, 2nd prize",Majid Saeedi,2013
2391,https://www.worldpressphoto.org/collection/photo-contest/2013/wei-seng-chen-sp/1,"Singles, 1st prize singles",Wei Seng Chen,2013
2392,https://www.worldpressphoto.org/collection/photo-contest/2013/ananda-van-der-pluijm/1,"Stories, 3rd prize",Ananda van der Pluijm,2013
2393,https://www.worldpressphoto.org/collection/photo-contest/2013/fu-yongjun/1,"Stories, 3rd prize",Fu Yongjun,2013
2394,https://www.worldpressphoto.org/collection/photo-contest/2013/ebrahim-noroozi-spos/1,"Stories, 2nd prize",Ebrahim Noroozi,2013
2395,https://www.worldpressphoto.org/collection/photo-contest/2013/stephan-vanfleteren/1,"Stories, 1st prize",Stephan Vanfleteren,2013
2396,https://www.worldpressphoto.org/collection/photo-contest/2013/anna-bedynska/1,"Singles, 3rd prize",Anna Bedyńska,2013
2397,https://www.worldpressphoto.org/collection/photo-contest/2013/stefen-chow/1,"Singles, 2nd prize",Stefen Chow,2013
2398,https://www.worldpressphoto.org/collection/photo-contest/2013/nadav-kander/1,"Singles, 1st prize",Nadav Kander,2013
2399,https://www.worldpressphoto.org/collection/photo-contest/2013/javier-manzano/1,"Stories, 3rd prize",Javier Manzano,2013
2400,https://www.worldpressphoto.org/collection/photo-contest/2013/bernat-armangue/1,"Stories, 1st prize",Bernat  Armangue,2013
2401,https://www.worldpressphoto.org/collection/photo-contest/2013/adel-hana/1,"Singles, 3rd prize",Adel Hana,2013
2402,https://www.worldpressphoto.org/collection/photo-contest/2013/emin-ozmen/1,"Singles, 2nd prize",Emin Özmen,2013
2403,https://www.worldpressphoto.org/collection/photo-contest/2013/paul-hansen/1,"Singles, 1st prize",Paul Hansen,2013
2404,https://www.worldpressphoto.org/collection/photo-contest/2013/vittore-buzzi-spfs/1,"Stories, 3rd prize",Vittore Buzzi,2013
2405,https://www.worldpressphoto.org/collection/photo-contest/2013/fabio-bucciarelli/1,"Stories, 2nd prize",Fabio Bucciarelli,2013
2406,https://www.worldpressphoto.org/collection/photo-contest/2013/jan-grarup-spfs/1,"Stories, 1st prize",Jan Grarup,2013
2407,https://www.worldpressphoto.org/collection/photo-contest/2013/yongzhi-chu-sp/1,"Singles, 2nd prize",Yongzhi Chu,2013
2408,https://www.worldpressphoto.org/collection/photo-contest/2013/denis-rouvre-spfs/1,"Stories, 2nd prize",Denis Rouvre,2013
2409,https://www.worldpressphoto.org/collection/photo-contest/2013/wei-zheng-sp/1,"Singles, 3rd prize",Wei Zheng,2013
2410,https://www.worldpressphoto.org/collection/photo-contest/2013/jan-grarup-sps/1,"Stories, 1st prize",Jan Grarup,2013
2411,https://www.worldpressphoto.org/collection/photo-contest/2013/roman-vondrous-sps/1,"Stories, 1st prize",Roman Vondrous,2013
2412,https://www.worldpressphoto.org/collection/photo-contest/2013/wei-seng-chen-spa/1,"Singles, 1st prize singles",Wei Seng Chen,2013
2413,https://www.worldpressphoto.org/collection/photo-contest/2013/denis-rouvre-sps/1,"Stories, 2nd prize",Denis Rouvre,2013
2414,https://www.worldpressphoto.org/collection/photo-contest/2013/wei-zheng-spa/1,"Singles, 3rd prize",Wei Zheng,2013
2415,https://www.worldpressphoto.org/collection/photo-contest/2013/roman-vondrous-spas/1,"Stories, 1st prize",Roman Vondrous,2013
2416,https://www.worldpressphoto.org/collection/photo-contest/2013/sergei-ilnitsky-spas/1,"Stories, 2nd prize",Sergei Ilnitsky,2013
2417,https://www.worldpressphoto.org/collection/photo-contest/2013/chris-mcgrath-spas/1,"Stories, 3rd prize",Chris McGrath,2013
2418,https://www.worldpressphoto.org/collection/photo-contest/2013/yongzhi-chu-spa/1,"Singles, 2nd prize",Yongzhi Chu,2013
2419,https://www.worldpressphoto.org/collection/photo-contest/2014/bruno-d-amicis/1,"Singles, 1st prize",Bruno D'Amicis,2014
2420,https://www.worldpressphoto.org/collection/photo-contest/2014/chris-mcgrath/1,"Stories, 1st prize",Chris McGrath,2014
2421,https://www.worldpressphoto.org/collection/photo-contest/2014/william-daniels/1,"Stories, 2nd prize",William Daniels,2014
2422,https://www.worldpressphoto.org/collection/photo-contest/2014/gianluca-panella/1,"Stories, 3rd prize",Gianluca Panella,2014
2423,https://www.worldpressphoto.org/collection/photo-contest/2014/markus-varesvuo/1,"Singles, 2nd prize",Markus Varesvuo,2014
2424,https://www.worldpressphoto.org/collection/photo-contest/2014/markus-schreiber/1,"Singles, 1st prize",Markus Schreiber,2014
2425,https://www.worldpressphoto.org/collection/photo-contest/2014/steve-winter/1,"Stories, 1st prize",Steve Winter,2014
2426,https://www.worldpressphoto.org/collection/photo-contest/2014/kacper-kowalski/1,"Stories, 2nd prize",Kacper Kowalski,2014
2427,https://www.worldpressphoto.org/collection/photo-contest/2014/christian-ziegler/1,"Stories, 3rd prize",Christian Ziegler,2014
2428,https://www.worldpressphoto.org/collection/photo-contest/2014/amir-pourmand/1,"Singles, 3rd prize",Amir Pourmand,2014
2429,https://www.worldpressphoto.org/collection/photo-contest/2014/shangzhen-fan/1,"Singles, 3rd prize",Shangzhen Fan,2014
2430,https://www.worldpressphoto.org/collection/photo-contest/2014/moises-saman/1,"Singles, 2nd prize",Moises Saman,2014
2431,https://www.worldpressphoto.org/collection/photo-contest/2014/john-stanmeyer/1,"Singles, 1st prize",John Stanmeyer,2014
2432,https://www.worldpressphoto.org/collection/photo-contest/2014/elena-chernyshova/1,"Stories, 3rd prize",Elena Chernyshova,2014
2433,https://www.worldpressphoto.org/collection/photo-contest/2014/tanya-habjouqa/1,"Stories, 2nd prize",Tanya Habjouqa,2014
2434,https://www.worldpressphoto.org/collection/photo-contest/2014/fred-ramos/1,"Stories, 1st prize",Fred Ramos,2014
2435,https://www.worldpressphoto.org/collection/photo-contest/2014/julie-mcguire/1,"Singles, 3rd prize",Julie McGuire,2014
2436,https://www.worldpressphoto.org/collection/photo-contest/2014/andrea-bruce/1,"Singles, 2nd prize",Andrea Bruce,2014
2437,https://www.worldpressphoto.org/collection/photo-contest/2014/julius-schrank/1,"Singles, 1st prize",Julius Schrank,2014
2438,https://www.worldpressphoto.org/collection/photo-contest/2014/marcus-bleasdale/1,"Stories, 3rd prize",Marcus Bleasdale,2014
2439,https://www.worldpressphoto.org/collection/photo-contest/2014/robin-hammond/1,"Stories, 2nd prize",Robin Hammond,2014
2440,https://www.worldpressphoto.org/collection/photo-contest/2014/sara-naomi-lewkowicz/1,"Stories, 1st prize",Sara Naomi Lewkowicz,2014
2441,https://www.worldpressphoto.org/collection/photo-contest/2014/christopher-vanegas/1,"Singles, 3rd prize",Christopher Vanegas,2014
2442,https://www.worldpressphoto.org/collection/photo-contest/2014/maciek-nabrdalik/1,"Singles, 2nd prize",Maciek Nabrdalik,2014
2443,https://www.worldpressphoto.org/collection/photo-contest/2014/rena-effendi-po/1,"Singles, 2nd prize",Rena Effendi,2014
2444,https://www.worldpressphoto.org/collection/photo-contest/2014/alessandro-penso/1,"Singles, 1st prize",Alessandro Penso,2014
2445,https://www.worldpressphoto.org/collection/photo-contest/2014/pau-barrena/1,"Singles, 3rd prize",Pau Barrena,2014
2446,https://www.worldpressphoto.org/collection/photo-contest/2014/emiliano-lasalvia/1,"Singles, 1st prize",Emiliano Lasalvia,2014
2447,https://www.worldpressphoto.org/collection/photo-contest/2014/peter-agtmael/1,"Stories, 2nd prize",Peter Agtmael,2014
2448,https://www.worldpressphoto.org/collection/photo-contest/2014/nikita-shokhov/1,"Stories, 3rd prize",Nikita Shokhov,2014
2449,https://www.worldpressphoto.org/collection/photo-contest/2014/carla-kogelman/1,"Stories, 1st prize",Carla Kogelman,2014
2450,https://www.worldpressphoto.org/collection/photo-contest/2014/danila-tkachenko/1,"Stories, 1st prize",Danila Tkachenko,2014
2451,https://www.worldpressphoto.org/collection/photo-contest/2014/nadav-kander/1,"Singles, 3rd prize",Nadav Kander,2014
2452,https://www.worldpressphoto.org/collection/photo-contest/2014/abbie-trayler-smith/1,"Singles, 2nd prize",Abbie Trayler-Smith,2014
2453,https://www.worldpressphoto.org/collection/photo-contest/2014/brent-stirton/1,"Singles, 1st prize",Brent Stirton,2014
2454,https://www.worldpressphoto.org/collection/photo-contest/2014/rahul-talukder/1,"Stories, 3rd prize",Rahul Talukder,2014
2455,https://www.worldpressphoto.org/collection/photo-contest/2014/tyler-hicks/1,"Stories, 2nd prize",Tyler Hicks,2014
2456,https://www.worldpressphoto.org/collection/photo-contest/2014/goran-tomasevic/1,"Stories, 1st prize",Goran Tomasevic,2014
2457,https://www.worldpressphoto.org/collection/photo-contest/2014/taslima-akhter/1,"Singles, 3rd prize",Taslima Akhter,2014
2458,https://www.worldpressphoto.org/collection/photo-contest/2014/john-tlumacki/1,"Singles, 2nd prize",John Tlumacki,2014
2459,https://www.worldpressphoto.org/collection/photo-contest/2014/philippe-lopez/1,"Singles, 1st prize",Philippe Lopez,2014
2460,https://www.worldpressphoto.org/collection/photo-contest/2014/denis-dailleux/1,"Stories, 2nd prize",Denis Dailleux,2014
2461,https://www.worldpressphoto.org/collection/photo-contest/2014/kunrong-chen/1,"Stories, 2nd prize",Kunrong Chen,2014
2462,https://www.worldpressphoto.org/collection/photo-contest/2014/alyssa-schukar/1,"Stories, 3rd prize",Alyssa Schukar,2014
2463,https://www.worldpressphoto.org/collection/photo-contest/2014/andrzej-grygiel/1,"Singles, 2nd prize",Andrzej Grygiel,2014
2464,https://www.worldpressphoto.org/collection/photo-contest/2014/al-bello/1,"Singles, 3rd prize",Al Bello,2014
2465,https://www.worldpressphoto.org/collection/photo-contest/2014/jia-guorong/1,"Stories, 1st prize",Jia Guorong,2014
2466,https://www.worldpressphoto.org/collection/photo-contest/2014/ezra-shaw/1,"Stories, 2nd prize",Ezra Shaw,2014
2467,https://www.worldpressphoto.org/collection/photo-contest/2014/rena-effendi-pos/1,"Stories, 3rd prize",Rena Effendi,2014
2468,https://www.worldpressphoto.org/collection/photo-contest/2014/jeff-pachoud/1,"Singles, 1st prize",Jeff Pachoud,2014
2469,https://www.worldpressphoto.org/collection/photo-contest/2014/anastas-tarpanov/1,"Singles, 2nd prize",Anastas Tarpanov,2014
2470,https://www.worldpressphoto.org/collection/photo-contest/2014/donald-miralle/1,"Singles, 3rd prize","Donald Miralle, Jr.",2014
2471,https://www.worldpressphoto.org/collection/photo-contest/2014/peter-holgersson/1,"Stories, 1st prize",Peter Holgersson,2014
2472,https://www.worldpressphoto.org/collection/photo-contest/2014/quinn-rooney/1,"Stories, 3rd prize",Quinn Rooney,2014
2473,https://www.worldpressphoto.org/collection/photo-contest/2015/sergei-ilnitsky-gn/1,"Singles, 1st prize",Sergei Ilnitsky,2015
2474,https://www.worldpressphoto.org/collection/photo-contest/2015/kacper-kowalski/1,"Stories, 2nd prize",Kacper Kowalski,2015
2475,https://www.worldpressphoto.org/collection/photo-contest/2015/darcy-padilla/1,"Stories, 1st prize",Darcy Padilla,2015
2476,https://www.worldpressphoto.org/collection/photo-contest/2015/sergey-ponomarev/1,"Stories, 3rd prize",Sergey Ponomarev,2015
2477,https://www.worldpressphoto.org/collection/photo-contest/2015/glenna-gordon/1,"Stories, 2nd prize",Glenna Gordon,2015
2478,https://www.worldpressphoto.org/collection/photo-contest/2015/pete-muller/1,"Stories, 1st prize",Pete Muller,2015
2479,https://www.worldpressphoto.org/collection/photo-contest/2015/gianfranco-tripodo/1,"Singles, 3rd prize",Gianfranco Tripodo,2015
2480,https://www.worldpressphoto.org/collection/photo-contest/2015/massimo-sestini/1,"Singles, 2nd prize",Massimo Sestini,2015
2481,https://www.worldpressphoto.org/collection/photo-contest/2015/turi-calafato/1,"Stories, 3rd prize",Turi Calafato,2015
2482,https://www.worldpressphoto.org/collection/photo-contest/2015/fatemeh-behboudi/1,"Stories, Honorable Mention",Fatemeh Behboudi,2015
2483,https://www.worldpressphoto.org/collection/photo-contest/2015/michele-palazzi/1,"Stories, 1st prize",Michele Palazzi,2015
2484,https://www.worldpressphoto.org/collection/photo-contest/2015/malin-fezehai/1,"Singles, 3rd prize",Malin Fezehai,2015
2485,https://www.worldpressphoto.org/collection/photo-contest/2015/asa-sjostrom/1,"Singles, 2nd prize",Åsa Sjöström,2015
2486,https://www.worldpressphoto.org/collection/photo-contest/2015/cai-sheng-xiang/1,"Singles, 1st prize",Cai Sheng Xiang,2015
2487,https://www.worldpressphoto.org/collection/photo-contest/2015/tomas-van-houtryve/1,"Stories, 2nd prize",Tomas van Houtryve,2015
2488,https://www.worldpressphoto.org/collection/photo-contest/2015/mads-nissen/1,"Singles, 1st prize",Mads Nissen,2015
2489,https://www.worldpressphoto.org/collection/photo-contest/2015/fulvio-bugani/1,"Singles, 3rd prize",Fulvio Bugani,2015
2490,https://www.worldpressphoto.org/collection/photo-contest/2015/ronghui-chen/1,"Singles, 2nd prize",Ronghui Chen,2015
2491,https://www.worldpressphoto.org/collection/photo-contest/2015/lu-guang/1,"Stories, 3rd prize",Lu Guang,2015
2492,https://www.worldpressphoto.org/collection/photo-contest/2015/sarker-protick/1,"Stories, 2nd prize",Sarker Protick,2015
2493,https://www.worldpressphoto.org/collection/photo-contest/2015/yongzhi-chu/1,"Singles, 1st prize",Yongzhi Chu,2015
2494,https://www.worldpressphoto.org/collection/photo-contest/2015/giulio-di-sturco/1,"Stories, 1st prize",Giulio Di Sturco,2015
2495,https://www.worldpressphoto.org/collection/photo-contest/2015/sandra-hoyn/1,"Singles, 3rd prize",Sandra Hoyn,2015
2496,https://www.worldpressphoto.org/collection/photo-contest/2015/arash-khamooshi/1,"Stories, 3rd prize",Arash Khamooshi,2015
2497,https://www.worldpressphoto.org/collection/photo-contest/2015/jerome-sessini-sns2/1,"Stories, 2nd prize",Jérôme Sessini,2015
2498,https://www.worldpressphoto.org/collection/photo-contest/2015/jerome-sessini-sns1/1,"Stories, 1st prize",Jérôme Sessini,2015
2499,https://www.worldpressphoto.org/collection/photo-contest/2015/bulent-kilic-sn3/1,"Singles, 3rd prize",Bulent Kilic,2015
2500,https://www.worldpressphoto.org/collection/photo-contest/2015/tyler-hicks/1,"Singles, 2nd prize",Tyler Hicks,2015
2501,https://www.worldpressphoto.org/collection/photo-contest/2015/bulent-kilic-sn1/1,"Singles, 1st prize",Bulent Kilic,2015
2502,https://www.worldpressphoto.org/collection/photo-contest/2015/sergei-ilnitsky-sps/1,"Stories, 2nd prize",Sergei Ilnitsky,2015
2503,https://www.worldpressphoto.org/collection/photo-contest/2015/kieran-doherty/1,"Stories, 1st prize",Kieran Doherty,2015
2504,https://www.worldpressphoto.org/collection/photo-contest/2015/mark-metcalfe/1,"Singles, 3rd prize",Mark Metcalfe,2015
2505,https://www.worldpressphoto.org/collection/photo-contest/2015/al-bello/1,"Singles, 2nd prize",Al Bello,2015
2506,https://www.worldpressphoto.org/collection/photo-contest/2015/ami-vitale/1,"Singles, 2nd prize",Ami Vitale,2015
2507,https://www.worldpressphoto.org/collection/photo-contest/2015/paolo-verzone/1,"Stories, 3rd prize",Paolo Verzone,2015
2508,https://www.worldpressphoto.org/collection/photo-contest/2015/anand-varma/1,"Stories, 1st prize",Anand Varma,2015
2509,https://www.worldpressphoto.org/collection/photo-contest/2015/christian-ziegler/1,"Stories, 2nd prize",Christian Ziegler,2015
2510,https://www.worldpressphoto.org/collection/photo-contest/2015/paolo-marchetti/1,"Stories, 3rd prize",Paolo Marchetti,2015
2511,https://www.worldpressphoto.org/collection/photo-contest/2015/raphaela-rosella/1,"Singles, 1st prize",Raphaela Rosella,2015
2512,https://www.worldpressphoto.org/collection/photo-contest/2015/bao-tailiang/1,"Singles, 1st prize",Bao Tailiang,2015
2513,https://www.worldpressphoto.org/collection/photo-contest/2015/lisa-krantz/1,"Singles, 3rd prize",Lisa Krantz,2015
2514,https://www.worldpressphoto.org/collection/photo-contest/2015/sofia-valiente/1,"Stories, 1st prize",Sofia Valiente,2015
2515,https://www.worldpressphoto.org/collection/photo-contest/2015/andy-rocchelli/1,"Stories, 2nd prize",Andy Rocchelli,2015
2516,https://www.worldpressphoto.org/collection/photo-contest/2015/liu-song/1,"Singles, 2nd prize",Liu Song,2015
2517,https://www.worldpressphoto.org/collection/photo-contest/2016/sebastian-liste/1,"Stories, 3rd prize",Sebastián Liste,2016
2518,https://www.worldpressphoto.org/collection/photo-contest/2016/david-guttenfelder/1,"Stories, 3rd prize",David Guttenfelder,2016
2519,https://www.worldpressphoto.org/collection/photo-contest/2016/nancy-borowick/1,"Stories, 2nd prize",Nancy Borowick,2016
2520,https://www.worldpressphoto.org/collection/photo-contest/2016/mary-calvert/1,"Stories, 1st prize",Mary F. Calvert,2016
2521,https://www.worldpressphoto.org/collection/photo-contest/2016/abd-doumany/1,"Stories, 2nd prize",Abd Doumany,2016
2522,https://www.worldpressphoto.org/collection/photo-contest/2016/sergey-ponomarev/1,"Stories, 1st prize",Sergey Ponomarev,2016
2523,https://www.worldpressphoto.org/collection/photo-contest/2016/chen-jie/1,"Singles, 3rd prize",Chen Jie,2016
2524,https://www.worldpressphoto.org/collection/photo-contest/2016/paul-hansen/1,"Singles, 2nd prize",Paul Hansen,2016
2525,https://www.worldpressphoto.org/collection/photo-contest/2016/mauricio-lima-gn/1,"Singles, 1st prize",Mauricio Lima,2016
2526,https://www.worldpressphoto.org/collection/photo-contest/2016/kevin-frayer-dls/1,"Stories, 2nd prize",Kevin Frayer,2016
